file,task,family,effort,sample,score,total,cost_usd,cost_estimated,duration_s,output_tokens,date,harness
t7_opus48_xhigh_grid.json,T7,opus48,xhigh,grid,20,20,0.0544,False,10.2,704,2026-07-25,claude-code-workflow
t7_opus5_high_canonical.json,T7,opus5,high,canonical,20,20,0.0529,False,7.8,643,2026-07-24,claude-code-workflow
t7_opus5_high_s1.json,T7,opus5,high,s1,20,20,,True,,,2026-07-24,claude-code-workflow
t7_opus5_high_s2.json,T7,opus5,high,s2,20,20,,True,,,2026-07-24,claude-code-workflow
t7_opus5_low_canonical.json,T7,opus5,low,canonical,20,20,0.1054,False,5.3,354,2026-07-24,claude-code-workflow
t7_opus5_low_s1.json,T7,opus5,low,s1,20,20,,True,,,2026-07-24,claude-code-workflow
t7_opus5_low_s2.json,T7,opus5,low,s2,20,20,,True,,,2026-07-24,claude-code-workflow
t7_opus5_max_grid.json,T7,opus5,max,grid,20,20,0.0503,False,6.6,541,2026-07-25,claude-code-workflow
t7_opus5_medium_canonical-m.json,T7,opus5,medium,canonical-m,20,20,0.1055,False,5.0,357,2026-07-24,claude-code-workflow
t7_opus5_xhigh_grid.json,T7,opus5,xhigh,grid,20,20,0.0505,False,7.1,547,2026-07-25,claude-code-workflow
t7_sonnet_high_r3.json,T7,sonnet,high,r3,20,20,0.08,False,5.2,508,2026-07-23,claude-code-workflow
t7_sonnet_low_r3.json,T7,sonnet,low,r3,20,20,0.078,False,3.4,370,2026-07-23,claude-code-workflow
t7_sonnet_max_grid.json,T7,sonnet,max,grid,20,20,0.0596,False,31.4,2420,2026-07-25,claude-code-workflow
t7_sonnet_medium_grid.json,T7,sonnet,medium,grid,20,20,0.0303,False,152.7,466,2026-07-25,claude-code-workflow
t7_sonnet_xhigh_grid.json,T7,sonnet,xhigh,grid,20,20,0.0352,False,158.4,788,2026-07-25,claude-code-workflow
t8_fable_high_r3.json,T8,fable,high,r3,8,8,0.3366,False,34.2,2700,2026-07-23,claude-code-workflow
t8_fable_low_r3.json,T8,fable,low,r3,8,8,0.2456,False,10.2,879,2026-07-23,claude-code-workflow
t8_fable_max_grid.json,T8,fable,max,grid,8,8,0.5717,False,81.6,7402,2026-07-25,claude-code-workflow
t8_fable_medium_grid.json,T8,fable,medium,grid,8,8,0.2754,False,17.9,1475,2026-07-25,claude-code-workflow
t8_fable_xhigh_grid.json,T8,fable,xhigh,grid,8,8,0.4223,False,51.6,4413,2026-07-25,claude-code-workflow
t8_haiku_high_r3.json,T8,haiku,high,r3,8,8,0.1226,False,197.2,20899,2026-07-23,claude-code-workflow
t8_haiku_low_grid.json,T8,haiku,low,grid,7,8,0.1783,False,294.9,32053,2026-07-25,claude-code-workflow
t8_haiku_medium_selftest.json,T8,haiku,medium,selftest,8,8,0.0,False,413.5,0,2026-07-25,claude-code
t8_opus48_high_r3.json,T8,opus48,high,r3,8,8,0.315,False,82.2,6696,2026-07-23,claude-code-workflow
t8_opus48_low_grid.json,T8,opus48,low,grid,8,8,0.1492,False,25.2,1932,2026-07-25,claude-code-workflow
t8_opus48_xhigh_grid.json,T8,opus48,xhigh,grid,8,8,0.3746,False,126.2,10949,2026-07-25,claude-code-workflow
t8_opus5_high_canonical.json,T8,opus5,high,canonical,8,8,0.1007,True,29.6,5,2026-07-24,claude-code-workflow
t8_opus5_high_s1.json,T8,opus5,high,s1,8,8,,True,,,2026-07-24,claude-code-workflow
t8_opus5_high_s2.json,T8,opus5,high,s2,8,8,,True,,,2026-07-24,claude-code-workflow
t8_opus5_low_canonical.json,T8,opus5,low,canonical,8,8,0.1197,False,9.9,765,2026-07-24,claude-code-workflow
t8_opus5_low_s1.json,T8,opus5,low,s1,8,8,,True,,,2026-07-24,claude-code-workflow
t8_opus5_low_s2.json,T8,opus5,low,s2,8,8,,True,,,2026-07-24,claude-code-workflow
t8_opus5_max_grid.json,T8,opus5,max,grid,8,8,0.2216,False,54.5,4839,2026-07-25,claude-code-workflow
t8_opus5_medium_canonical-m.json,T8,opus5,medium,canonical-m,8,8,0.1356,False,18.5,1399,2026-07-24,claude-code-workflow
t8_opus5_xhigh_grid.json,T8,opus5,xhigh,grid,8,8,0.2244,False,58.5,4950,2026-07-25,claude-code-workflow
t8_sonnet_high_r3.json,T8,sonnet,high,r3,8,8,0.183,False,71.2,7207,2026-07-23,claude-code-workflow
t8_sonnet_low_r3.json,T8,sonnet,low,r3,8,8,0.1239,False,33.4,3266,2026-07-23,claude-code-workflow
t8_sonnet_max_grid.json,T8,sonnet,max,grid,8,8,0.4686,False,288.6,30840,2026-07-25,claude-code-workflow
t8_sonnet_medium_grid.json,T8,sonnet,medium,grid,8,8,0.1502,False,206.3,5021,2026-07-25,claude-code-workflow
t8_sonnet_xhigh_grid.json,T8,sonnet,xhigh,grid,8,8,0.3271,False,158.6,16816,2026-07-25,claude-code-workflow
t9_fable_high_r3.json,T9,fable,high,r3,7,7,0.3804,False,35.7,3487,2026-07-23,claude-code-workflow
t9_fable_low_r3.json,T9,fable,low,r3,7,7,0.3099,False,20.5,2078,2026-07-23,claude-code-workflow
t9_fable_max_grid.json,T9,fable,max,grid,7,7,0.5537,False,69.6,6953,2026-07-25,claude-code-workflow
t9_fable_medium_grid.json,T9,fable,medium,grid,7,7,0.3393,False,32.0,2665,2026-07-25,claude-code-workflow
t9_fable_xhigh_grid.json,T9,fable,xhigh,grid,7,7,0.4722,False,53.3,5322,2026-07-25,claude-code-workflow
t9_haiku_high_r3.json,T9,haiku,high,r3,7,7,0.0549,False,65.5,7280,2026-07-23,claude-code-workflow
t9_haiku_low_grid.json,T9,haiku,low,grid,7,7,0.0682,False,86.3,9954,2026-07-25,claude-code-workflow
t9_haiku_medium_selftest.json,T9,haiku,medium,selftest,7,7,0.0656,False,72.7,11213,2026-07-25,claude-code
t9_opus48_high_r3.json,T9,opus48,high,r3,7,7,0.2133,False,46.6,4407,2026-07-23,claude-code-workflow
t9_opus48_low_grid.json,T9,opus48,low,grid,7,7,0.1585,False,24.7,2215,2026-07-25,claude-code-workflow
t9_opus48_xhigh_grid.json,T9,opus48,xhigh,grid,7,7,0.269,False,74.4,6634,2026-07-25,claude-code-workflow
t9_opus48_xhigh_r3.json,T9,opus48,xhigh,r3,7,7,0.2851,False,78.6,7281,2026-07-23,claude-code-workflow
t9_opus5_high_canonical.json,T9,opus5,high,canonical,7,7,0.2686,False,56.0,5420,2026-07-24,claude-code-workflow
t9_opus5_high_s1.json,T9,opus5,high,s1,7,7,,True,,,2026-07-24,claude-code-workflow
t9_opus5_high_s2.json,T9,opus5,high,s2,7,7,,True,,,2026-07-24,claude-code-workflow
t9_opus5_low_canonical.json,T9,opus5,low,canonical,7,7,0.1497,False,19.6,1874,2026-07-24,claude-code-workflow
t9_opus5_low_s1.json,T9,opus5,low,s1,7,7,,True,,,2026-07-24,claude-code-workflow
t9_opus5_low_s2.json,T9,opus5,low,s2,7,7,,True,,,2026-07-24,claude-code-workflow
t9_opus5_max_grid.json,T9,opus5,max,grid,7,7,0.2996,False,91.5,7872,2026-07-25,claude-code-workflow
t9_opus5_medium_canonical-m.json,T9,opus5,medium,canonical-m,7,7,0.1739,False,41.3,4284,2026-07-24,claude-code-workflow
t9_opus5_xhigh_grid.json,T9,opus5,xhigh,grid,7,7,0.2058,False,45.6,4119,2026-07-25,claude-code-workflow
t9_sonnet_high_r3.json,T9,sonnet,high,r3,7,7,0.0762,True,42.9,4,2026-07-23,claude-code-workflow
t9_sonnet_low_r3.json,T9,sonnet,low,r3,7,7,0.1098,False,18.5,2243,2026-07-23,claude-code-workflow
t9_sonnet_max_grid.json,T9,sonnet,max,grid,7,7,0.3874,False,186.0,20746,2026-07-25,claude-code-workflow
t9_sonnet_medium_grid.json,T9,sonnet,medium,grid,7,7,0.12,False,172.9,2919,2026-07-25,claude-code-workflow
t9_sonnet_xhigh_grid.json,T9,sonnet,xhigh,grid,7,7,0.1833,False,65.8,7141,2026-07-25,claude-code-workflow
t9_sonnet_xhigh_r3.json,T9,sonnet,xhigh,r3,7,7,0.2313,False,90.1,10339,2026-07-23,claude-code-workflow
